province,district,commune,ethny,sex,age,n
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Bru,female,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[4, 5)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[12, 13)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[18, 19)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[20, 21)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[25, 26)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[43, 44)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,male,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[14, 15)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[43, 44)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Ha Nhì,female,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[0, 1)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[12, 13)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[18, 19)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,La Chi,male,"[28, 29)",0
