province,district,commune,ethny,sex,age,n
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[33, 34)",41
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[34, 35)",50
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[35, 36)",43
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[36, 37)",37
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[37, 38)",48
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[38, 39)",44
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[39, 40)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[40, 41)",38
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[41, 42)",45
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[42, 43)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[43, 44)",36
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[44, 45)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[45, 46)",41
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[46, 47)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[47, 48)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[48, 49)",24
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[49, 50)",40
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[50, 51)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[51, 52)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[52, 53)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[53, 54)",41
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[54, 55)",25
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[55, 56)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[56, 57)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[57, 58)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[58, 59)",19
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[59, 60)",22
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[60, 61)",22
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[61, 62)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[62, 63)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[63, 64)",24
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[64, 65)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[65, 66)",21
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[66, 67)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[67, 68)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[68, 69)",10
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[69, 70)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[70, 71)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[71, 72)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[72, 73)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[73, 74)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[74, 75)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[75, 76)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[76, 77)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[77, 78)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[78, 79)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[79, 80)",2
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,male,"[80, Inf)",15
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[0, 1)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[1, 2)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[2, 3)",49
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[3, 4)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[4, 5)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[5, 6)",50
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[6, 7)",43
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[7, 8)",44
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[8, 9)",49
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[9, 10)",56
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[10, 11)",42
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[11, 12)",37
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[12, 13)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[13, 14)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[14, 15)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[15, 16)",31
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[16, 17)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[17, 18)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[18, 19)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[19, 20)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[20, 21)",36
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[21, 22)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[22, 23)",51
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[23, 24)",53
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[24, 25)",50
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[25, 26)",53
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[26, 27)",48
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[27, 28)",54
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[28, 29)",46
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[29, 30)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[30, 31)",49
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[31, 32)",56
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[32, 33)",36
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[33, 34)",38
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[34, 35)",43
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[35, 36)",46
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[36, 37)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[37, 38)",37
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[38, 39)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[39, 40)",25
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[40, 41)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[41, 42)",40
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[42, 43)",41
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[43, 44)",37
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[44, 45)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[45, 46)",34
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[46, 47)",35
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[47, 48)",39
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[48, 49)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[49, 50)",33
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[50, 51)",26
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[51, 52)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[52, 53)",18
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[53, 54)",22
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[54, 55)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[55, 56)",30
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[56, 57)",16
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[57, 58)",27
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[58, 59)",29
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[59, 60)",23
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[60, 61)",14
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[61, 62)",12
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[62, 63)",28
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[63, 64)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[64, 65)",13
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[65, 66)",21
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[66, 67)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[67, 68)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[68, 69)",4
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[69, 70)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[70, 71)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[71, 72)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[72, 73)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[73, 74)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[74, 75)",5
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[75, 76)",6
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[76, 77)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[77, 78)",9
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[78, 79)",7
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[79, 80)",8
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Kinh,female,"[80, Inf)",32
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[2, 3)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[9, 10)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[17, 18)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[32, 33)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[48, 49)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[50, 51)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[51, 52)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[52, 53)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[53, 54)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[54, 55)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[55, 56)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[56, 57)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[57, 58)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[58, 59)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[59, 60)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[60, 61)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[61, 62)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[62, 63)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[63, 64)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[64, 65)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[65, 66)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[66, 67)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[67, 68)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[68, 69)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[69, 70)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[70, 71)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[71, 72)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[72, 73)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[73, 74)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[74, 75)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[75, 76)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[76, 77)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[77, 78)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[78, 79)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[79, 80)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,male,"[80, Inf)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[0, 1)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[1, 2)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[2, 3)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[3, 4)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[4, 5)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[5, 6)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[6, 7)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[7, 8)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[8, 9)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[9, 10)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[10, 11)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[11, 12)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[12, 13)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[13, 14)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[14, 15)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[15, 16)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[16, 17)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[17, 18)",1
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[18, 19)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[19, 20)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[20, 21)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[21, 22)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[22, 23)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[23, 24)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[24, 25)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[25, 26)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[26, 27)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[27, 28)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[28, 29)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[29, 30)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[30, 31)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[31, 32)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[32, 33)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[33, 34)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[34, 35)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[35, 36)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[36, 37)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[37, 38)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[38, 39)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[39, 40)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[40, 41)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[41, 42)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[42, 43)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[43, 44)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[44, 45)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[45, 46)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[46, 47)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[47, 48)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[48, 49)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[49, 50)",0
Tỉnh Lâm Đồng,Huyện Lâm Hà,Xã Mê Linh,Tày,female,"[50, 51)",0
